county,fips,state,all_cause
Cleburne County,5023,Arkansas,880.52531857687
Cleveland County,5025,Arkansas,986.146483389817
Columbia County,5027,Arkansas,1051.03713152326
Conway County,5029,Arkansas,961.490192610296
Craighead County,5031,Arkansas,986.60412455426
Crawford County,5033,Arkansas,1008.25661872116
Crittenden County,5035,Arkansas,1195.39957674579
Cross County,5037,Arkansas,1096.92561602577
Dallas County,5039,Arkansas,1064.32583803937
Desha County,5041,Arkansas,1093.39617393679
Drew County,5043,Arkansas,985.886694224193
Faulkner County,5045,Arkansas,924.227465833638
Franklin County,5047,Arkansas,1009.29259138984
Fulton County,5049,Arkansas,926.744353034549
Garland County,5051,Arkansas,987.263326707153
Grant County,5053,Arkansas,1009.32251795634
Greene County,5055,Arkansas,1059.67564195228
Hempstead County,5057,Arkansas,1020.17226949208
Hot Spring County,5059,Arkansas,1008.07478413013
Howard County,5061,Arkansas,1083.77435643277
Independence County,5063,Arkansas,1006.07481301552
Izard County,5065,Arkansas,964.525755040888
Jackson County,5067,Arkansas,1144.97355106724
Jefferson County,5069,Arkansas,1080.70983186065
Johnson County,5071,Arkansas,954.487287804422
Lafayette County,5073,Arkansas,1062.54408332736
Lawrence County,5075,Arkansas,1064.42825081623
Lee County,5077,Arkansas,1057.27219477349
Lincoln County,5079,Arkansas,931.033026950902
Little River County,5081,Arkansas,1053.93103723566
Logan County,5083,Arkansas,1038.02275013307
Lonoke County,5085,Arkansas,1008.8297241444
Madison County,5087,Arkansas,962.86283283291
Marion County,5089,Arkansas,923.70065262975
Miller County,5091,Arkansas,984.097128365048
Mississippi County,5093,Arkansas,1209.11149101877
Monroe County,5095,Arkansas,1102.75013508517
Montgomery County,5097,Arkansas,928.632150672406
Nevada County,5099,Arkansas,1058.25438685083
Newton County,5101,Arkansas,871.660211398699
Ouachita County,5103,Arkansas,1143.77248744201
Perry County,5105,Arkansas,1006.39838659007
Phillips County,5107,Arkansas,1266.1677355945
Pike County,5109,Arkansas,1020.69438948435
Poinsett County,5111,Arkansas,1265.05566604571
Polk County,5113,Arkansas,1023.66255349987
Pope County,5115,Arkansas,939.368345741296
Prairie County,5117,Arkansas,962.76081128514
Pulaski County,5119,Arkansas,923.438033736884
Randolph County,5121,Arkansas,963.167318101014
Saint Francis County,5123,Arkansas,1121.40287216071
Saline County,5125,Arkansas,869.21258489459
Scott County,5127,Arkansas,991.47055198861
Searcy County,5129,Arkansas,953.270987727042
Sebastian County,5131,Arkansas,971.372736240376
Sevier County,5133,Arkansas,1035.46681489542
Sharp County,5135,Arkansas,1002.21927731132
Stone County,5137,Arkansas,911.334630532295
Union County,5139,Arkansas,1126.05529483801
Van Buren County,5141,Arkansas,878.948693267292
Washington County,5143,Arkansas,853.990299693053
White County,5145,Arkansas,1009.16924747159
Woodruff County,5147,Arkansas,1139.46766115946
Yell County,5149,Arkansas,1040.42992535125
Alameda County,6001,California,619.932388181894
Alpine County,6003,California,766.806083089661
Amador County,6005,California,738.513525197328
Butte County,6007,California,817.945805897192
Calaveras County,6009,California,720.226148075639
Colusa County,6011,California,690.732740797563
Contra Costa County,6013,California,637.199227173722
Del Norte County,6015,California,941.910706884692
El Dorado County,6017,California,666.874643803111
Fresno County,6019,California,785.088048111918
Glenn County,6021,California,812.511328333086
Humboldt County,6023,California,884.501280411498
Imperial County,6025,California,656.617967849016
Inyo County,6027,California,773.871679988352
Kern County,6029,California,893.966864490824
Kings County,6031,California,768.123376115683
Lake County,6033,California,962.544792524529
Lassen County,6035,California,788.192360156594
Los Angeles County,6037,California,621.409331109687
Madera County,6039,California,749.485931552511
Marin County,6041,California,514.122265300264
Mariposa County,6043,California,688.774387890152
Mendocino County,6045,California,783.080511109548
Merced County,6047,California,779.045659570917
Modoc County,6049,California,868.553581897879
Mono County,6051,California,529.746411718251
Monterey County,6053,California,603.360042158339
Napa County,6055,California,707.141348905121
Nevada County,6057,California,642.538471800601
Orange County,6059,California,598.174139742632
Placer County,6061,California,646.264124939272
Plumas County,6063,California,820.14317733496
Riverside County,6065,California,693.260030351426
Sacramento County,6067,California,766.383882340402
San Benito County,6069,California,616.312168248377
San Bernardino County,6071,California,798.853303616513
San Diego County,6073,California,636.476687474542
San Francisco County,6075,California,576.110320040562
San Joaquin County,6077,California,825.375971366891
San Luis Obispo County,6079,California,654.339964662258
San Mateo County,6081,California,541.792631961528
Santa Barbara County,6083,California,629.773729046441
Santa Clara County,6085,California,546.779458911575
Santa Cruz County,6087,California,648.922188953561
Shasta County,6089,California,935.493384084684
Sierra County,6091,California,778.661019119173
Siskiyou County,6093,California,866.507283516792
Solano County,6095,California,733.1878469907
Sonoma County,6097,California,661.927386074534
Stanislaus County,6099,California,826.99194156738
Sutter County,6101,California,788.04455920398
Tehama County,6103,California,847.368481815473
Trinity County,6105,California,874.291679683991
Tulare County,6107,California,810.306805458375
Tuolumne County,6109,California,769.743354233116
Ventura County,6111,California,626.684160191711
Yolo County,6113,California,689.327815149463
Yuba County,6115,California,974.761986149635
Alamosa County,8003,Colorado,896.357697610993
Archuleta County,8007,Colorado,592.571694409243
Baca County,8009,Colorado,843.156861951854
Bent County,8011,Colorado,932.734043970674
Chaffee County,8015,Colorado,646.573396213143
Cheyenne County,8017,Colorado,751.497365154105
Clear Creek County,8019,Colorado,606.415738940488
Conejos County,8021,Colorado,812.782212734554
Costilla County,8023,Colorado,792.703498459216
Crowley County,8025,Colorado,853.360894821731
Custer County,8027,Colorado,608.394376859281
Delta County,8029,Colorado,793.471965512264
Dolores County,8033,Colorado,717.340359784641
Douglas County,8035,Colorado,548.672694935074
Eagle County,8037,Colorado,389.038726376162
Elbert County,8039,Colorado,628.876192849915
El Paso County,8041,Colorado,747.971113104533
Fremont County,8043,Colorado,871.394835298286
Garfield County,8045,Colorado,707.255497492887
Gilpin County,8047,Colorado,658.109563097257
Grand County,8049,Colorado,547.011546226194
Gunnison County,8051,Colorado,626.619332161596
Hinsdale County,8053,Colorado,462.227674327872
Huerfano County,8055,Colorado,880.540549097894
Jackson County,8057,Colorado,649.675650783706
Kiowa County,8061,Colorado,790.813643479654
Kit Carson County,8063,Colorado,743.949363230524
Lake County,8065,Colorado,694.323228975146
La Plata County,8067,Colorado,631.047289120209
Larimer County,8069,Colorado,646.492251625182
Las Animas County,8071,Colorado,841.202439987358
Lincoln County,8073,Colorado,738.423590658014
Logan County,8075,Colorado,749.990672600376
Mesa County,8077,Colorado,799.431770751572
Mineral County,8079,Colorado,597.427836118866
Moffat County,8081,Colorado,830.821391505927
Montezuma County,8083,Colorado,865.520326610546
Montrose County,8085,Colorado,739.588773662322
Morgan County,8087,Colorado,768.76089721917
Otero County,8089,Colorado,968.438536779615
Ouray County,8091,Colorado,539.786563215406
Park County,8093,Colorado,563.002722931682
Phillips County,8095,Colorado,693.572736845715
Pitkin County,8097,Colorado,331.428584405458
Prowers County,8099,Colorado,862.773371444729
Pueblo County,8101,Colorado,869.333406383011
Rio Blanco County,8103,Colorado,764.099699321477
Rio Grande County,8105,Colorado,859.540418846354
Routt County,8107,Colorado,587.255574737142
Saguache County,8109,Colorado,704.822499372121
San Juan County,8111,Colorado,688.684387332832
San Miguel County,8113,Colorado,470.102010355656
Sedgwick County,8115,Colorado,829.75525163187
Summit County,8117,Colorado,323.287859341993
Teller County,8119,Colorado,706.85684820414
Washington County,8121,Colorado,698.783135765845
Yuma County,8125,Colorado,769.892720774829
Fairfield County,9001,Connecticut,624.42305423156
Hartford County,9003,Connecticut,719.915238172092
Litchfield County,9005,Connecticut,704.282507616166
Middlesex County,9007,Connecticut,670.171514408255
New Haven County,9009,Connecticut,734.155662775709
New London County,9011,Connecticut,722.804228655794
Tolland County,9013,Connecticut,648.34621407787
Windham County,9015,Connecticut,794.920009754226
Kent County,10001,Delaware,869.18608258532
New Castle County,10003,Delaware,777.332129903118
Sussex County,10005,Delaware,789.178666880762
Alachua County,12001,Florida,794.267766619589
Baker County,12003,Florida,1029.90389462717
Bay County,12005,Florida,922.297049721647
Bradford County,12007,Florida,929.367960165764
Brevard County,12009,Florida,791.703808397635
Broward County,12011,Florida,670.046025381929
Calhoun County,12013,Florida,961.209569415597
Charlotte County,12015,Florida,650.267878182907
Citrus County,12017,Florida,888.315752803042
Clay County,12019,Florida,858.803793672516
Collier County,12021,Florida,497.40421464923
Columbia County,12023,Florida,1012.27026608235
DeSoto County,12027,Florida,679.752578751856
Dixie County,12029,Florida,1027.82491097369
Duval County,12031,Florida,896.678549655471
Escambia County,12033,Florida,940.86131796288
Flagler County,12035,Florida,714.94162086651
Franklin County,12037,Florida,928.348423747303
Gadsden County,12039,Florida,985.271548347629
Gilchrist County,12041,Florida,899.554065299693
Glades County,12043,Florida,639.491013576741
Gulf County,12045,Florida,961.545893797618
Hamilton County,12047,Florida,962.390698713787
Hardee County,12049,Florida,752.072168738165
Hendry County,12051,Florida,826.105076295385
Hernando County,12053,Florida,843.230823087113
Highlands County,12055,Florida,715.395066543862
Hillsborough County,12057,Florida,790.661471680693
Holmes County,12059,Florida,1074.25705529905
Indian River County,12061,Florida,694.612753573284
Jackson County,12063,Florida,966.738718020268
Jefferson County,12065,Florida,893.419577362645
Lafayette County,12067,Florida,893.985814822836
Lake County,12069,Florida,749.95946389149
Lee County,12071,Florida,620.444433355456
Leon County,12073,Florida,761.84433299892
Levy County,12075,Florida,989.951770212671
Liberty County,12077,Florida,983.328643873466
Madison County,12079,Florida,985.276302033877
Manatee County,12081,Florida,655.882639916844
Marion County,12083,Florida,839.224684872734
Martin County,12085,Florida,612.83893129598
Monroe County,12087,Florida,744.064269568829
Nassau County,12089,Florida,841.129004527016
Okaloosa County,12091,Florida,832.158640657311
Okeechobee County,12093,Florida,915.644790050484
Orange County,12095,Florida,713.047540146746
Osceola County,12097,Florida,747.30790788245
Palm Beach County,12099,Florida,607.998868348227
Pasco County,12101,Florida,832.586439531651
Pinellas County,12103,Florida,763.669815957806
Polk County,12105,Florida,809.327281642089
Putnam County,12107,Florida,1018.35017674461
Saint Johns County,12109,Florida,667.085976945873
Saint Lucie County,12111,Florida,726.983753604453
Santa Rosa County,12113,Florida,850.216673007013
Sarasota County,12115,Florida,606.569994369765
Seminole County,12117,Florida,700.226878875977
Sumter County,12119,Florida,580.499987664089
Suwannee County,12121,Florida,994.819248421152
Taylor County,12123,Florida,992.858113951749
Union County,12125,Florida,1633.90402639824
Volusia County,12127,Florida,853.600664521678
Wakulla County,12129,Florida,959.988718304319
Walton County,12131,Florida,870.033061801034
Washington County,12133,Florida,1040.46876068188
Appling County,13001,Georgia,1091.95821926333
Atkinson County,13003,Georgia,1165.06434323061
Bacon County,13005,Georgia,1232.94697194979
Baker County,13007,Georgia,790.381883572427
Baldwin County,13009,Georgia,949.643682644744
Banks County,13011,Georgia,921.812690566664
Barrow County,13013,Georgia,962.425648014331
Bartow County,13015,Georgia,987.60005611534
Ben Hill County,13017,Georgia,1143.01597375849
Berrien County,13019,Georgia,1036.41285706529
Bibb County,13021,Georgia,1101.01356650415
Bleckley County,13023,Georgia,968.224073374371
Brantley County,13025,Georgia,1059.94711669523
Brooks County,13027,Georgia,1010.12557747633
Bryan County,13029,Georgia,988.247426171509
Bulloch County,13031,Georgia,928.986686861343
Burke County,13033,Georgia,1137.76855364761
Butts County,13035,Georgia,1122.13264459513
Calhoun County,13037,Georgia,1081.60435514314
Camden County,13039,Georgia,881.746886332148
Candler County,13043,Georgia,1077.37040222661
Carroll County,13045,Georgia,1071.25055453954
Catoosa County,13047,Georgia,850.504185282455
Charlton County,13049,Georgia,1005.70531603433
Chatham County,13051,Georgia,873.953925376138
Chattahoochee County,13053,Georgia,930.761815596889
Chattooga County,13055,Georgia,1098.55874358103
Cherokee County,13057,Georgia,762.418176389912
Clarke County,13059,Georgia,829.533419517538
Clay County,13061,Georgia,1030.37424866724
Clayton County,13063,Georgia,896.673145282366
Clinch County,13065,Georgia,1196.72658537862
Cobb County,13067,Georgia,743.767104788949
Coffee County,13069,Georgia,1038.91050649552
Colquitt County,13071,Georgia,1052.46571638757
Columbia County,13073,Georgia,734.868295816416
Cook County,13075,Georgia,1096.20857575258
Coweta County,13077,Georgia,859.279923173732
Crawford County,13079,Georgia,914.15543356606
Crisp County,13081,Georgia,994.181683045637
Dade County,13083,Georgia,1046.88113206184
Dawson County,13085,Georgia,910.075327340582
Decatur County,13087,Georgia,1070.17380164618
DeKalb County,13089,Georgia,742.507406517525
Dodge County,13091,Georgia,1031.88155239241
Dooly County,13093,Georgia,854.054327552449
Dougherty County,13095,Georgia,978.366774187655
Douglas County,13097,Georgia,935.452899355873
Early County,13099,Georgia,1083.87581193973
Echols County,13101,Georgia,854.911807405275
Effingham County,13103,Georgia,964.521247935032
Elbert County,13105,Georgia,1057.64023952529
Emanuel County,13107,Georgia,1174.3902600719
Evans County,13109,Georgia,1079.19877563913
Fannin County,13111,Georgia,913.586241215345
Fayette County,13113,Georgia,683.307991141276
Floyd County,13115,Georgia,996.733727925324
Forsyth County,13117,Georgia,688.314367177926
Franklin County,13119,Georgia,1066.76794575311
Fulton County,13121,Georgia,818.300598376257
Gilmer County,13123,Georgia,817.788228361884
Glascock County,13125,Georgia,1082.5890364258
Glynn County,13127,Georgia,886.315591327381
Gordon County,13129,Georgia,1030.26168528963
Grady County,13131,Georgia,975.332441752543
Greene County,13133,Georgia,886.639018048429
Gwinnett County,13135,Georgia,713.687510186117
Habersham County,13137,Georgia,846.302404726616
Hall County,13139,Georgia,824.708763432236
Hancock County,13141,Georgia,952.071068297752
Haralson County,13143,Georgia,1163.7961780688
Harris County,13145,Georgia,763.75733939427
Hart County,13147,Georgia,918.599124257433
Heard County,13149,Georgia,1016.72704730525
Henry County,13151,Georgia,915.983995705393
Houston County,13153,Georgia,866.967219785968
Irwin County,13155,Georgia,977.903548753098
Jackson County,13157,Georgia,1023.16838551189
Jasper County,13159,Georgia,969.763646213483
Jeff Davis County,13161,Georgia,1169.53017574553
Jefferson County,13163,Georgia,1150.63401624962
Jenkins County,13165,Georgia,1078.42850282667
Johnson County,13167,Georgia,948.721738539071
Jones County,13169,Georgia,832.822057964887
Lamar County,13171,Georgia,1104.67566286477
Lanier County,13173,Georgia,1019.02713253236
Laurens County,13175,Georgia,1001.5921004585
Lee County,13177,Georgia,875.116392447413
Liberty County,13179,Georgia,910.377114312256
Lincoln County,13181,Georgia,1006.4090685293
Long County,13183,Georgia,870.884648077066
Lowndes County,13185,Georgia,977.373601380724
Lumpkin County,13187,Georgia,888.167104338975
McDuffie County,13189,Georgia,1117.46266847181
McIntosh County,13191,Georgia,761.502302877091
Macon County,13193,Georgia,1111.9581484201
Madison County,13195,Georgia,1073.94438349155
Marion County,13197,Georgia,970.326668141523
Meriwether County,13199,Georgia,1020.91605019456
Miller County,13201,Georgia,975.439094422162
Mitchell County,13205,Georgia,1007.52537560782
Monroe County,13207,Georgia,883.450600349785
Montgomery County,13209,Georgia,1024.09351638415
Morgan County,13211,Georgia,883.444916899842
Murray County,13213,Georgia,1092.47253687142
Muscogee County,13215,Georgia,1005.970661315
Newton County,13217,Georgia,992.279611799658
Oconee County,13219,Georgia,715.48533350604
Oglethorpe County,13221,Georgia,826.61062035946
Paulding County,13223,Georgia,851.539532865913
Peach County,13225,Georgia,1131.87767971648
Pickens County,13227,Georgia,891.564142082778
Pierce County,13229,Georgia,1069.04325408959
Pike County,13231,Georgia,999.058901067471
Polk County,13233,Georgia,1183.85161208359
Pulaski County,13235,Georgia,900.878759278975
Putnam County,13237,Georgia,882.524707756431
Quitman County,13239,Georgia,940.368635014595
Rabun County,13241,Georgia,871.783055655256
Randolph County,13243,Georgia,995.246021740921
Richmond County,13245,Georgia,1080.87698378442
Rockdale County,13247,Georgia,860.605720390836
Schley County,13249,Georgia,951.157410578482
Screven County,13251,Georgia,1056.55259648976
Seminole County,13253,Georgia,1027.71980095561
Spalding County,13255,Georgia,1074.4009923935
Stephens County,13257,Georgia,1154.8374423673
Stewart County,13259,Georgia,1006.94147233127
Sumter County,13261,Georgia,1030.59662695089
Talbot County,13263,Georgia,1067.87332609338
Taliaferro County,13265,Georgia,1010.9417797187
Tattnall County,13267,Georgia,1067.17243873381
Taylor County,13269,Georgia,1059.07729329207
Telfair County,13271,Georgia,935.510578829669
Terrell County,13273,Georgia,1052.83913112838
Thomas County,13275,Georgia,977.496793201337
Tift County,13277,Georgia,1014.89457932126
Toombs County,13279,Georgia,1100.06830554918
Towns County,13281,Georgia,821.63128998199
Treutlen County,13283,Georgia,1043.14726719682
Troup County,13285,Georgia,1009.97502491991
Turner County,13287,Georgia,1095.51418233181
Twiggs County,13289,Georgia,1067.83854090954
Union County,13291,Georgia,816.630470751005
Upson County,13293,Georgia,1155.87232530625
Walker County,13295,Georgia,1093.95801864077
Walton County,13297,Georgia,944.743289540881
Ware County,13299,Georgia,1079.84975089068
Warren County,13301,Georgia,1050.05937409764
Washington County,13303,Georgia,1001.02932434854
Wayne County,13305,Georgia,1073.51529486648
Webster County,13307,Georgia,782.98757506733
Wheeler County,13309,Georgia,924.085447399233
White County,13311,Georgia,845.713836633824
Whitfield County,13313,Georgia,913.397475941577
Wilcox County,13315,Georgia,1027.1074061536401
Wilkes County,13317,Georgia,1020.22926119691
Wilkinson County,13319,Georgia,1052.9844534579
Worth County,13321,Georgia,921.788050888786
Hawaii County,15001,Hawaii,686.41799491157
Honolulu County,15003,Hawaii,626.116185443687
Kauai County,15007,Hawaii,635.217430157598
Ada County,16001,Idaho,707.946285455341
Adams County,16003,Idaho,689.539415490798
Bannock County,16005,Idaho,891.503189811376
Bear Lake County,16007,Idaho,836.358750960716
Benewah County,16009,Idaho,950.798530215804
Bingham County,16011,Idaho,808.055982849336
Blaine County,16013,Idaho,540.252201661718
Boise County,16015,Idaho,661.861587602919
Bonner County,16017,Idaho,780.674844280509
Bonneville County,16019,Idaho,811.165421710378
Boundary County,16021,Idaho,846.361765621491
Butte County,16023,Idaho,813.681059287774
Camas County,16025,Idaho,626.988001444233
Canyon County,16027,Idaho,784.685620621962
Caribou County,16029,Idaho,813.57635850843
Cassia County,16031,Idaho,811.831148461451
Clark County,16033,Idaho,834.710247729633
Clearwater County,16035,Idaho,799.923402032932
Custer County,16037,Idaho,669.409248959838
Elmore County,16039,Idaho,841.694527389517
Franklin County,16041,Idaho,739.724816290447
Fremont County,16043,Idaho,738.014409563337
Gem County,16045,Idaho,845.680651728486
Gooding County,16047,Idaho,828.460633036918
Idaho County,16049,Idaho,747.956939474246
Jefferson County,16051,Idaho,713.562343765192
Jerome County,16053,Idaho,851.566099211941
Kootenai County,16055,Idaho,772.955390552425
Latah County,16057,Idaho,679.118801859046
Lemhi County,16059,Idaho,763.577760589628
Lewis County,16061,Idaho,765.845108406563
Lincoln County,16063,Idaho,834.169315327599
Madison County,16065,Idaho,713.016460677629
Minidoka County,16067,Idaho,812.807434481042
Nez Perce County,16069,Idaho,836.212622912306
Oneida County,16071,Idaho,723.814333286536
Owyhee County,16073,Idaho,781.619414193328
Payette County,16075,Idaho,825.001957019317
Power County,16077,Idaho,848.539069472707
Shoshone County,16079,Idaho,1004.02228703587
Teton County,16081,Idaho,617.804964227458
Twin Falls County,16083,Idaho,859.496244464749
Valley County,16085,Idaho,628.822357671437
Washington County,16087,Idaho,823.598493511787
Adams County,17001,Illinois,826.297531089028
Alexander County,17003,Illinois,1100.94349724472
Bond County,17005,Illinois,809.794260245383
Boone County,17007,Illinois,777.494636394371
Brown County,17009,Illinois,810.953227963379
Bureau County,17011,Illinois,766.592454299184
Calhoun County,17013,Illinois,809.895828349473
Carroll County,17015,Illinois,792.686989484493
Cass County,17017,Illinois,934.091720037503
Champaign County,17019,Illinois,718.365087552982
Christian County,17021,Illinois,860.516040796038
Clark County,17023,Illinois,914.667943574576
Clay County,17025,Illinois,892.194009573377
Clinton County,17027,Illinois,757.794962964309
Coles County,17029,Illinois,841.278858120265
Cook County,17031,Illinois,771.606833924106
Crawford County,17033,Illinois,892.295315868933
Cumberland County,17035,Illinois,814.673253135747
DeKalb County,17037,Illinois,770.988141478214
De Witt County,17039,Illinois,891.653661395643
Douglas County,17041,Illinois,806.448611796945
DuPage County,17043,Illinois,639.981113731013
Edgar County,17045,Illinois,913.869492884372
Edwards County,17047,Illinois,874.79579857727
Effingham County,17049,Illinois,811.575038719173
Fayette County,17051,Illinois,825.336943590878
Ford County,17053,Illinois,933.217407190836
Franklin County,17055,Illinois,1043.74920463996
Fulton County,17057,Illinois,884.862204444227
Gallatin County,17059,Illinois,1066.9456188826
Greene County,17061,Illinois,899.09069652039
Grundy County,17063,Illinois,845.679527854247
Hamilton County,17065,Illinois,875.44273908144
Hancock County,17067,Illinois,738.318006628718
Hardin County,17069,Illinois,1066.06570704999
Henderson County,17071,Illinois,804.525319112444
Henry County,17073,Illinois,783.692482735216
Iroquois County,17075,Illinois,889.055453433552
Jackson County,17077,Illinois,835.020791595908
Jasper County,17079,Illinois,789.990228264999
Jefferson County,17081,Illinois,914.129458818076
Jersey County,17083,Illinois,874.569651115784
Jo Daviess County,17085,Illinois,682.007403294904
Johnson County,17087,Illinois,867.681575209314
Kane County,17089,Illinois,679.95479149189
Kankakee County,17091,Illinois,910.361230813811
Kendall County,17093,Illinois,686.533723113216
Knox County,17095,Illinois,898.713664260546
Lake County,17097,Illinois,680.483329331816
LaSalle County,17099,Illinois,881.809219831166
Lawrence County,17101,Illinois,989.044122984382
Lee County,17103,Illinois,835.703106570383
Livingston County,17105,Illinois,859.761023429377
Logan County,17107,Illinois,844.391297954189
McDonough County,17109,Illinois,781.199492548948
McHenry County,17111,Illinois,764.248870525759
McLean County,17113,Illinois,747.454904849594
Macon County,17115,Illinois,875.580454613972
Macoupin County,17117,Illinois,876.571645534167
Madison County,17119,Illinois,925.442700646791
Marion County,17121,Illinois,945.781184021198
Marshall County,17123,Illinois,878.146283191817
Mason County,17125,Illinois,919.908264447648
Massac County,17127,Illinois,981.929223781196
Menard County,17129,Illinois,834.032928761043
Mercer County,17131,Illinois,764.607883685558
Monroe County,17133,Illinois,724.682355817099
Montgomery County,17135,Illinois,862.130202504188
Morgan County,17137,Illinois,838.620341219806
Moultrie County,17139,Illinois,880.500018717313
Ogle County,17141,Illinois,766.415871824969
Peoria County,17143,Illinois,838.88271646396
Perry County,17145,Illinois,897.504209791686
Piatt County,17147,Illinois,777.339835578403
Pike County,17149,Illinois,824.241944322566
Pope County,17151,Illinois,853.939108927541
Pulaski County,17153,Illinois,1067.30670384787
Putnam County,17155,Illinois,748.584151506156
Randolph County,17157,Illinois,879.292409434111
Richland County,17159,Illinois,833.090141509423
Rock Island County,17161,Illinois,810.414123932645
Saint Clair County,17163,Illinois,907.975638162458
Saline County,17165,Illinois,1098.00718353083
Sangamon County,17167,Illinois,832.389176652007
Schuyler County,17169,Illinois,798.752893151208
Scott County,17171,Illinois,823.892421302048
Shelby County,17173,Illinois,753.743759699666
Stark County,17175,Illinois,862.064834153571
Stephenson County,17177,Illinois,751.919087254144
Tazewell County,17179,Illinois,829.922866770246
Union County,17181,Illinois,978.402557498699
Vermilion County,17183,Illinois,989.416484320674
Wabash County,17185,Illinois,817.415675286758
Warren County,17187,Illinois,856.138826737212
Washington County,17189,Illinois,790.869681172073
Wayne County,17191,Illinois,910.060606552399
White County,17193,Illinois,954.6329838171
Whiteside County,17195,Illinois,801.202146038493
Will County,17197,Illinois,752.566717683233
Williamson County,17199,Illinois,945.644184558746
Winnebago County,17201,Illinois,854.203876699437
Woodford County,17203,Illinois,737.702097856851
Adams County,18001,Indiana,746.137993408486
Allen County,18003,Indiana,836.04716651942
Bartholomew County,18005,Indiana,883.430388601359
Benton County,18007,Indiana,819.431756989463
Blackford County,18009,Indiana,930.604517405013
Boone County,18011,Indiana,853.889525327413
Brown County,18013,Indiana,785.163393746451
Carroll County,18015,Indiana,746.498131538868
Cass County,18017,Indiana,876.939455593588
Clark County,18019,Indiana,987.993622143388
Clay County,18021,Indiana,962.917829640659
Clinton County,18023,Indiana,882.628694963417
Crawford County,18025,Indiana,1009.4486810215
Daviess County,18027,Indiana,925.518876566572
Dearborn County,18029,Indiana,845.686075791794
Decatur County,18031,Indiana,861.322906875038
DeKalb County,18033,Indiana,870.832482600498
Delaware County,18035,Indiana,929.329598800975
Dubois County,18037,Indiana,806.932163617171
Elkhart County,18039,Indiana,811.902798830157
Fayette County,18041,Indiana,1017.39089502756
Floyd County,18043,Indiana,946.906289203156
Fountain County,18045,Indiana,915.585888695981
Franklin County,18047,Indiana,799.701120961716
Fulton County,18049,Indiana,925.51499140233
Gibson County,18051,Indiana,872.3688574379
Grant County,18053,Indiana,957.103279944564
Greene County,18055,Indiana,939.657086941806
Hamilton County,18057,Indiana,656.041132419668
Hancock County,18059,Indiana,831.081499674788
Harrison County,18061,Indiana,867.74263781774
Hendricks County,18063,Indiana,772.391515937028
Henry County,18065,Indiana,940.762741200442
Howard County,18067,Indiana,921.345362633637
Huntington County,18069,Indiana,889.698181519691
Jackson County,18071,Indiana,985.573466170064
Jasper County,18073,Indiana,859.185743160543
Jay County,18075,Indiana,927.525445569928
Jefferson County,18077,Indiana,1010.58006479955
Jennings County,18079,Indiana,1053.7732014012
Johnson County,18081,Indiana,865.090374383996
Knox County,18083,Indiana,992.553647732564
Kosciusko County,18085,Indiana,830.862948031844
LaGrange County,18087,Indiana,764.639081595673
Lake County,18089,Indiana,907.106819818797
LaPorte County,18091,Indiana,923.283610864574
Lawrence County,18093,Indiana,964.233635343851
Madison County,18095,Indiana,951.268101021319
Marion County,18097,Indiana,948.391611787445
Marshall County,18099,Indiana,808.062411170486
Martin County,18101,Indiana,921.322464864253
Miami County,18103,Indiana,872.768248449153
Monroe County,18105,Indiana,726.474692338397
Montgomery County,18107,Indiana,873.839879932126
Morgan County,18109,Indiana,956.966889095642
Newton County,18111,Indiana,907.674203495101
Noble County,18113,Indiana,884.948816125315
Ohio County,18115,Indiana,861.685134403202
Orange County,18117,Indiana,979.371960126716
Owen County,18119,Indiana,1026.42819720605
Parke County,18121,Indiana,850.003573895174
Perry County,18123,Indiana,878.735443896513
Pike County,18125,Indiana,889.750748579164
Porter County,18127,Indiana,823.354543897751
Posey County,18129,Indiana,814.767594540498
Pulaski County,18131,Indiana,936.00466479328
Putnam County,18133,Indiana,860.055523933092
Randolph County,18135,Indiana,875.018641323141
Ripley County,18137,Indiana,882.384779766664
Rush County,18139,Indiana,893.423151938785
Saint Joseph County,18141,Indiana,856.564671455755
Scott County,18143,Indiana,1222.61202531259
Shelby County,18145,Indiana,876.108853996246
Spencer County,18147,Indiana,802.250406473431
Starke County,18149,Indiana,1101.40618594141
Steuben County,18151,Indiana,813.571935512378
Sullivan County,18153,Indiana,1022.57964375731
Switzerland County,18155,Indiana,971.458263179638
Tippecanoe County,18157,Indiana,800.6524288958
Tipton County,18159,Indiana,813.223807527521
Union County,18161,Indiana,883.448014075879
Vanderburgh County,18163,Indiana,912.960603373472
Vermillion County,18165,Indiana,1021.45647856809
Vigo County,18167,Indiana,976.210255224641
Wabash County,18169,Indiana,870.574162679119
Warren County,18171,Indiana,833.060484952464
Warrick County,18173,Indiana,813.441966114316
Washington County,18175,Indiana,1022.51610818889
Wayne County,18177,Indiana,961.817655283922
Wells County,18179,Indiana,783.128226082597
White County,18181,Indiana,842.637659012171
Whitley County,18183,Indiana,811.026529466859
Adair County,19001,Iowa,778.203291407279
Adams County,19003,Iowa,791.386753131443
Allamakee County,19005,Iowa,756.694741026809
Appanoose County,19007,Iowa,847.053214251873
Audubon County,19009,Iowa,716.241559455165
Benton County,19011,Iowa,679.815441029084
Black Hawk County,19013,Iowa,775.01331101548794
Boone County,19015,Iowa,833.874091700116
Bremer County,19017,Iowa,627.737409133266
Buchanan County,19019,Iowa,802.327021852514
